"emp_no","salary"
19301,40000
19303,60140
19315,40000
19318,55717
19325,40814
19327,41345
19329,48046
19332,66487
19335,40000
19340,50237
19345,40000
19349,40000
19350,41182
19351,60170
19361,47527
19364,48699
19367,40000
19370,48009
19372,40000
19380,40000
19383,42450
19389,46632
19392,40000
19396,61181
19401,71831
19402,40000
19403,40148
19404,40000
19407,53204
19416,55322
19421,40000
19422,48435
19424,68945
19425,53627
19434,40938
19440,40000
19448,86047
19451,45256
19458,40000
19461,40000
19462,43980
19477,52204
19486,54601
19487,64256
19488,45504
19498,96112
19499,40000
19501,72030
19504,45465
19510,40000
19511,69281
19513,58854
19519,40000
19522,40000
19523,65602
19524,53645
19525,62609
19527,43829
19531,40000
19533,91866
19537,63290
19544,40000
19546,40000
19548,40000
19550,40000
19585,60680
19587,40818
19593,55221
19599,43790
19600,47763
19605,40000
19616,45859
19617,43394
19618,66285
19622,49851
19631,40000
19634,50862
19638,40737
19639,40000
19640,71369
19641,45882
19646,42257
19652,40000
19654,54601
19658,40000
19662,52719
19664,40000
19665,63601
19669,68024
19671,48099
19674,40000
19684,52935
19689,48791
19698,65479
19702,54795
19706,40000
19707,58851
19709,62904
19720,40000
19724,69399
19727,40000
19728,78721
19729,58721
19732,40000
19742,40609
19743,57433
19746,41247
19750,76231
19753,40000
19760,66121
19766,52681
19767,47587
19768,40000
19776,40000
19777,63089
19778,62997
19786,56129
19787,40238
19792,79531
19798,68917
19799,46298
19804,53435
19805,44692
19806,40000
19814,40000
19817,50528
19821,52106
19825,46420
19828,48504
19830,51450
19832,58643
19834,74408
19839,40424
19848,40000
19849,69889
19852,49066
19860,48588
19864,40000
19867,40000
19875,40000
19877,48383
19881,45293
19888,68124
19893,40000
19896,51893
19897,56265
19898,81410
19901,40000
19904,44347
19908,40000
19910,56380
19912,40000
19914,40000
19915,41520
19918,52347
19919,48679
19921,40000
19925,68169
19927,40000
19934,46530
19935,73461
19938,40740
19940,50833
19946,54941
19955,65157
19960,42943
19961,40000
19963,40000
19964,40000
19965,52902
19968,40000
19972,40000
19974,40489
19975,40000
19979,90696
19981,50988
20007,40000
20021,46016
20027,65769
20028,58729
20045,40000
20047,40000
20052,52023
20059,40000
20061,50383
20062,63035
20064,46009
20068,40000
20071,65962
20076,40000
20077,82041
20084,49731
20086,40000
20087,41037
20089,57922
20092,58845
20097,46883
20100,64100
20102,48129
20104,46764
20105,55660
20106,49727
20108,67126
20110,46749
20115,60863
20118,52545
20119,51975
20120,40000
20123,40000
20125,40000
20129,53292
20130,78448
20131,65318
20135,40000
20137,45384
20144,58512
20149,49965
20154,77992
20155,40000
20165,67245
20167,44004
20169,55381
20171,57586
20172,47299
20173,72114
20174,40000
20178,92072
20180,40000
20182,62467
20189,40797
20192,42973
20195,63721
20201,60751
20205,67995
20211,56094
20215,40000
20222,48534
20224,40000
20227,40000
20228,48707
20232,81297
20238,51385
20261,40000
20263,40000
20265,53518
20268,40000
20275,62211
20276,41578
20278,96562
20280,40000
20281,53302
20283,50536
20284,40000
20290,99745
20291,40458
20299,74906
20302,40000
20309,65846
20310,58108
20311,40000
20316,40000
20317,40000
20321,84722
20326,40000
20330,43689
20332,40000
20333,42228
20338,40000
20342,40000
20343,45517
20344,40000
20347,40000
20349,46648
20352,40000
20356,40000
20357,59819
20359,47446
20367,40000
20372,67348
20374,47157
20377,58344
20398,58877
20411,54092
20412,40000
20416,40000
20421,40000
20425,40000
20427,40000
20432,55084
20435,71488
20439,40000
20446,40000
20449,81972
20450,41934
20451,49240
20453,41823
20454,40000
20456,46657
20474,82253
20482,68947
20485,78475
20488,62342
20494,82543
20495,43254
20498,40000
20501,40000
20508,60677
20512,45130
20514,60080
20515,80762
20518,40000
20519,63474
20520,75972
20521,69882
20527,72162
20535,42381
20545,73867
20548,47132
20557,53737
20560,44076
20562,45899
20564,45569
20572,74413
20581,48157
20582,42716
20583,40000
20587,40000
20591,46708
20593,40000
20594,71319
20595,40000
20600,82696
20604,40113
20608,40000
20611,51231
20616,50747
20617,63150
20625,40000
20633,40000
20636,40000
20637,73174
20645,74373
20656,85402
20659,41797
20661,52635
20666,40000
20669,64398
20670,40000
20672,47955
20673,40000
20674,54297
20676,53436
20680,63915
20681,40000
20691,45199
20693,40000
20695,40000
20699,40000
20708,63353
20711,40000
20720,40000
20721,88883
20723,61660
20732,51605
20733,40000
20737,90484
20740,43098
20743,71520
20752,40000
20757,40000
20759,40000
20761,40000
20763,76915
20774,78594
20775,43478
20777,40000
20780,61759
20786,40000
20789,40000
20795,69038
20807,75875
20809,40000
20810,40352
20814,40000
20819,40000
20826,40000
20830,44925
20837,48860
20843,63337
20844,78778
20851,40000
20853,40000
20855,53390
20859,47931
20861,52849
20866,62506
20869,40000
20872,40000
20873,44662
20874,47577
20877,56847
20879,44560
20880,40000
20882,40000
20889,67977
20890,72835
20915,43396
20917,40000
20919,41104
20923,80332
20924,49835
20927,65289
20928,42339
20930,47189
20931,46269
20934,40000
20942,45197
20943,40000
20946,58824
20947,40383
20952,48259
20953,42540
20956,40000
20959,43302
20967,89885
20970,40000
20971,81026
20980,58673
20984,51515
20985,40000
20999,40000
21003,47868
21008,40000
21013,40000
21022,49549
21025,56740
21026,40000
21029,45988
21030,40000
21038,57349
21040,85436
21052,40000
21057,62255
21058,61451
21060,71192
21062,63946
21063,40000
21065,56895
21070,40556
21071,40000
21073,42196
21076,77762
21080,64932
21086,40000
21098,41171
21103,40000
21106,61494
21109,56522
21112,40000
21113,67262
21114,63064
21118,53656
21120,64379
21136,46388
21146,43057
21150,54600
21158,51183
21165,57958
21173,40000
21182,46832
21186,41269
21187,40000
21192,40000
21195,71702
21202,40000
21203,43721
21208,84472
21213,40000
21214,56646
21229,40000
21231,40000
21232,63367
21235,40000
21237,68882
21243,40000
21249,75492
21252,55360
21253,50553
21271,40000
21273,49589
21281,59353
21283,82496
21286,40000
21288,40000
21290,93430
21294,61182
21298,40000
21301,48906
21305,49925
21308,40000
21309,48931
21313,40000
21316,40000
21318,43792
21323,42441
21333,40499
21340,40000
21343,42329
21346,70946
21354,55841
21357,40000
21360,42405
21361,84832
21374,47544
21375,40000
21377,40000
21378,50731
21381,51965
21383,40000
21385,75925
21387,49448
21388,67374
21395,52044
21397,44737
21399,42619
21403,55210
21404,64473
21405,49982
21408,52569
21443,64031
21448,40342
21453,61021
21454,40000
21456,44856
21457,40000
21459,51674
21460,59551
21462,98485
21464,71018
21468,40000
21472,50307
21473,69450
21474,59355
21476,67728
21477,42725
21480,40000
21494,40000
21499,41086
21507,40000
21508,81015
21512,52336
21521,40707
21524,63972
21526,40000
21527,40000
21535,74372
21537,90832
21540,54628
21544,40000
21545,40000
21547,40000
21551,42075
21558,62828
21559,53817
21576,75684
21581,40000
21584,40557
21592,40116
21596,40000
21606,85359
21610,81589
21613,40000
21618,40000
21623,40000
21628,65013
21630,40000
21637,71478
21640,40466
21642,49874
21643,40210
21648,42629
21653,51018
21654,50497
21658,40000
21661,58282
21662,40000
21664,52630
21668,40000
21681,81141
21686,55890
21691,40000
21692,57798
21695,40000
21698,40481
21699,40000
21701,61579
21704,40000
21708,40000
21711,71603
21714,40000
21716,68923
21728,53894
21730,69353
21731,91522
21733,40000
21738,40000
21748,45463
21749,40000
21752,56225
21753,40000
21758,81328
21759,40976
21765,59010
21779,60927
21789,68385
21790,55850
21793,40000
21800,58192
21802,44126
21803,40000
21809,45986
21817,81907
21820,81547
21826,63670
21827,71720
21831,87705
21832,64710
21833,54746
21837,49789
21840,40000
21845,40529
21847,40000
21854,58639
21857,56189
21858,66639
21862,41302
21869,71624
21870,46218
21875,64337
21878,61664
21881,56216
21884,40000
21885,43576
21890,48659
21891,40000
21892,44950
21899,82703
21904,40000
21905,40000
21909,60302
21910,83115
21917,40000
21919,59440
21922,40000
21927,40987
21930,78714
21936,72396
21937,77236
21938,40000
21939,53794
21947,48681
21959,40000
21960,57595
21961,60065
21964,49965
21969,81970
21973,40000
21975,53948
21977,40000
21984,40000
21988,58870
21990,40000
21991,40000
21999,40000
22008,52459
22017,61183
22018,47771
22034,55407
22038,58027
22040,40000
22041,73782
22053,40000
22054,40000
22064,40000
22065,56006
22072,51418
22074,53863
22075,40000
22088,45202
22089,40000
22096,96620
22100,85569
22103,40000
22109,54515
22128,40000
22133,40000
22152,52641
22168,40000
22169,40000
22178,40000
22179,71161
22181,40000
22184,68433
22191,53415
22193,53631
22199,45320
22203,40000
22205,53244
22212,54336
22214,40000
22218,40000
22220,73018
22221,40000
22223,60445
22231,40000
22233,47259
22234,56671
22246,46604
22248,54380
22249,66445
22250,40000
22258,40000
22262,63656
22267,40000
22277,64457
22278,70178
22284,54303
22297,42362
22300,63017
22301,62889
22305,68290
22315,70532
22322,40000
22324,62725
22325,44813
22328,57438
22329,40000
22333,41624
22337,40000
22340,41676
22341,40000
22368,40000
22372,43809
22385,57465
22388,59343
22390,66505
22393,71888
22395,40000
22400,57003
22408,49978
22409,74847
22410,40000
22411,66743
22413,42233
22418,40000
22423,41257
22428,58637
22430,52279
22432,76591
22434,47914
22436,63415
22439,46676
22451,40000
22453,40000
22457,68759
22461,40000
22462,40000
22464,71869
22465,75546
22468,55054
22474,50055
22476,40000
22479,40000
22484,67055
22486,40000
22499,76080
22510,40000
22527,49863
22531,65155
22533,40000
22538,48354
22540,53066
22544,50126
22545,53035
22546,40000
22549,52206
22550,64120
22554,48595
22557,82178
22558,40000
22559,69454
22561,69661
22573,56836
22576,40000
22578,56570
22584,40000
22589,42520
22593,52423
22600,40000
22605,46132
22607,93743
22609,66371
22611,66736
22612,40000
22618,73504
22619,40000
22620,62623
22621,47983
22627,73614
22630,54841
22636,40000
22637,46312
22644,46243
22646,40000
22647,49891
22648,47655
22649,40376
22652,40000
22656,60522
22659,59941
22665,44807
22688,43606
22704,47431
22709,42555
22710,50120
22714,40000
22718,40000
22722,40000
22725,59279
22726,67607
22727,103556
22731,40000
22745,40000
22747,40000
22749,53701
22751,42354
22756,74744
22757,45253
22759,64096
22770,75136
22772,46367
22779,40000
22782,40000
22783,83582
22793,53630
22795,67599
22807,101337
22811,40000
22820,43423
22822,40000
22827,47192
22833,51912
22841,40000
22843,71220
22850,71258
22853,68906
22854,41649
22855,46111
22860,70362
22863,57027
22869,49135
22871,68081
22878,46933
22879,47761
22880,40000
22882,77154
22886,40000
22893,50589
22901,40490
22902,40000
22905,74995
22906,43605
22909,56258
22910,72381
22911,40000
22912,40000
22913,40000
22914,66672
22920,40000
22923,43991
22928,40000
22933,63584
22934,91442
22936,63779
22940,40000
22945,54122
22951,42669
22952,87124
22956,55371
22958,61430
22970,40000
22972,68730
22976,70831
22978,47420
22981,51131
22982,40595
22987,40708
22988,40000
22992,40795
22994,59774
22997,50160
23000,40000
23005,82666
23014,44525
23015,75888
23020,40000
23024,52347
23028,63497
23031,40000
23033,68149
23035,40000
23044,45900
23046,57272
23047,40000
23049,40000
23050,48684
23054,44444
23056,63777
23057,57188
23068,40000
23071,55599
23079,51224
23088,53128
23090,40000
23096,40534
23097,55384
23098,65524
23099,67371
23103,49215
23105,40000
23109,42124
23110,60446
23119,52289
23126,40000
23127,40000
23128,66325
23129,57955
23131,40000
23136,56024
23143,40000
23144,40000
23147,40000
23154,40000
23156,58707
23158,40000
23159,40435
23162,62575
23168,44486
23169,78790
23179,62510
23188,40000
23191,86886
23195,47070
23206,45787
23211,40000
23212,62788
23215,40000
23216,41986
23220,40000
23224,50328
23235,60495
23236,51500
23237,40000
23241,48726
23255,78287
23256,45651
23259,62270
23260,109690
23268,63159
23269,49962
23273,69525
23280,69818
23288,46063
23294,89665
23305,42282
23306,47240
23310,40000
23312,59918
23318,40000
23320,62369
23323,48952
23329,57660
23332,40000
23335,40000
23338,63891
23339,40000
23348,63472
23349,40000
23352,55910
23362,47408
23373,59405
23374,40000
23378,42162
23383,49313
23384,44719
23387,70045
23390,68821
23393,67321
23398,69439
23401,40000
23407,67916
23408,40000
23410,40000
23417,43561
23419,56559
23421,42253
23422,64596
23424,61060
23425,40000
23426,44553
23436,42345
23439,67634
23447,64189
23452,58036
23453,48776
23454,74964
23455,44109
23458,40000
23459,102854
23463,71975
23465,89534
23466,56208
23469,40000
23472,76981
23474,69168
23479,40000
23486,56487
23494,74123
23497,50722
23499,43719
23504,62604
23505,108941
23518,76391
23536,40000
23537,72962
23543,74063
23545,83617
23547,49064
23548,40000
23550,54803
23561,48337
23564,57319
23565,98190
23571,40000
23572,45005
23579,54022
23580,90682
23585,57431
23592,68278
23593,88230
23609,40000
23611,71040
23613,40000
23616,61175
23620,77230
23622,44078
23626,40000
23630,61578
23637,42819
23641,46878
23642,48854
23648,40000
23656,50614
23659,40000
23666,48498
23671,40000
23682,45100
23684,52280
23686,40000
23688,64673
23692,43618
23698,40000
23701,51588
23702,40000
23706,66344
23708,41530
23713,40000
23716,47821
23717,58355
23726,58415
23727,44627
23728,69784
23729,54507
23730,46296
23731,50496
23734,85924
23737,40000
23739,76242
23743,61198
23749,40000
23750,46225
23761,76893
23776,40000
23777,40000
23783,45359
23787,56307
23791,55247
23801,58567
23804,42246
23805,40000
23806,45461
23810,40000
23812,92255
23815,73954
23819,40000
23827,40000
23830,60728
23831,71369
23833,46869
23835,40000
23839,75544
23841,40000
23844,53410
23850,57258
23854,64834
23855,40000
23871,49073
23873,57381
23875,40000
23880,40000
23886,71380
23888,40000
23889,44788
23890,72278
23892,40000
23894,40000
23899,40765
23908,47690
23915,40128
23917,53021
23923,40000
23929,77835
23930,40000
23931,40000
23933,44307
23935,40000
23950,40000
23951,40000
23953,41145
23954,40000
23955,67055
23960,102652
23963,40000
23966,55993
23969,61491
23970,40000
23973,44459
23975,45491
23977,84078
23979,40000
23981,44797
23983,64495
23986,42303
23989,40000
23994,40000
23998,95371
24000,43790
24002,47199
24012,44768
24017,40000
24018,40000
24020,40000
24029,57431
24032,49688
24036,40000
24037,48070
24043,40000
24046,42721
24048,40000
24056,91264
24061,40000
24081,40000
24082,55277
24086,43279
24088,45217
24091,40000
24095,40000
24098,40000
24115,55510
24119,55932
24125,53159
24129,40000
24130,58807
24134,42531
24137,40000
24145,40985
24146,50734
24150,69647
24160,40000
24161,67922
24168,63022
24174,43944
24177,49836
24182,40000
24188,46625
24194,40237
24195,40000
24197,40000
24199,43068
24200,40000
24204,40000
24210,84343
24213,66048
24227,40000
24231,58547
24234,50587
24236,54270
24241,73515
24242,46900
24247,76925
24250,40000
24255,40000
24256,40200
24259,60921
24262,62076
24266,69637
24269,51386
24276,73167
24278,66785
24279,74482
24281,57860
24285,58599
24288,47741
24289,40000
24292,57094
24296,40000
24306,40000
24307,60487
24310,62568
24315,55860
24316,40000
24323,40000
24327,40000
24330,66078
24333,56458
24334,73699
24340,65406
24346,58410
24348,47956
24353,40000
24354,40000
24356,40000
24357,40343
24360,61477
24364,66205
24372,40164
24378,57011
24380,40000
24395,73125
24398,40000
24403,53353
24404,40000
24410,49448
24411,40000
24415,40000
24420,82158
24421,48385
24425,47159
24430,40000
24434,40000
24436,40000
24437,73277
24468,40000
24471,51103
24480,44990
24481,58975
24484,80829
24485,40000
24486,61923
24491,40000
24503,40000
24507,40000
24508,66662
24511,48536
24512,60281
24514,40000
24515,40000
24516,62150
24517,40000
24523,70747
24540,40000
24541,83248
24543,68655
24548,80586
24551,69009
24552,58263
24556,78072
24557,40000
24559,83718
24563,64467
24566,42482
24567,91543
24569,43672
24577,48046
24580,65469
24581,61538
24585,40000
24587,55934
24589,68938
24593,82666
24595,40000
24597,83392
24608,61503
24610,40000
24613,72578
24623,54803
24625,40000
24628,40000
24639,40000
24640,40000
24644,45531
24646,50383
24652,44665
24664,40000
24669,55574
24670,53316
24673,49838
24674,40000
24677,82864
24680,46522
24681,40000
24683,67204
24687,46185
24697,59392
24701,40000
24705,83320
24708,44493
24710,40000
24715,59673
24717,60131
24718,58794
24721,85522
24722,59643
24736,40000
24741,64430
24743,42914
24744,55248
24745,65485
24746,60533
24747,40037
24753,40000
24757,40000
24760,76187
24766,77362
24769,40000
24774,87631
24776,46406
24780,71952
24781,40000
24782,40000
24786,40000
24793,66663
24794,40000
24795,108837
24799,71571
24800,47869
24801,40000
24813,40000
24814,74105
24816,53884
24818,57516
24819,93410
24827,57591
24833,42872
24834,67490
24836,61410
24843,47522
24844,45654
24849,49408
24851,40185
24856,40000
24868,40000
24869,49713
24871,76858
24875,40000
24882,40000
24885,65963
24889,58165
24895,78399
24896,40000
24900,40000
24910,40000
24916,40000
24927,45855
24931,75811
24933,45690
24937,40000
24943,48164
24944,40000
24945,61592
24947,76976
24960,54170
24963,47590
24965,51883
24966,40000
24971,41440
24977,47511
24981,40000
24982,48844
24983,40000
24987,40000
24990,54158
24997,40000
24999,55558
25008,40671
25011,55574
25012,40000
25018,40356
25024,67933
25025,40000
25026,66563
25031,52630
25033,40067
25037,63524
25041,40000
25044,40000
25048,40000
25052,40000
